Year,Month,Day,Achnanthes species,Actinoptychus senarius,Actinoptychus species,Actinoptychus splendens,Amphora species,Asterionellopsis glacialis,Asterionellopsis kariana,Asterolampra marylandica,Asteromphalus heptactis,Asteromphalus hookeri,Asteromphalus species,Aulacodiscus species,Aulacoscira granulata,Bacteriastrum delicatulum,Bacteriastrum elongatum,Bacteriastrum furcatum,Bacteriastrum solitarium,Bacteriastrum species,Biddulphia biddulphiana,Biddulphia sp. 1,Biddulphia sp. 2,Biddulphia species,Cerataulina pelagica,Cerataulina species,Cerataulus species,Chaetoceros aequatorialis,Chaetoceros affinis,Chaetoceros atlanticus,Chaetoceros borealis,Chaetoceros cinctus,Chaetoceros compressus,Chaetoceros concavicornis,Chaetoceros constrictus,Chaetoceros contortus,Chaetoceros convolutus,Chaetoceros costatus,Chaetoceros criophilus,Chaetoceros curvisetus,Chaetoceros danicus,Chaetoceros debilis,Chaetoceros decipiens,Chaetoceros densus,Chaetoceros diadema,Chaetoceros didymus,Chaetoceros difficilis,Chaetoceros eibenii,Chaetoceros furcellatus,Chaetoceros gracilis,Chaetoceros holsaticus,Chaetoceros laciniosus,Chaetoceros lorenzianus,Chaetoceros messanensis,Chaetoceros pelagicus,Chaetoceros peruvianus,Chaetoceros pseudocrinitus,Chaetoceros radicans,Chaetoceros similis,Chaetoceros simplex,Chaetoceros socialis,Chaetoceros sp. 1,Chaetoceros species,Chaetoceros teres ,Chaetoceros vanheurckii,Climacosphenia elongata,Climacosphenia species,Cocconeis costata,Cocconeis scutellum,Cocconeis species,Corethron criophilum,Coscinodiscus centralis,Coscinodiscus granii,Coscinodiscus radiatus,Coscinodiscus sp. 1,Coscinodiscus species,Cylindrotheca closterium,Dactyliosolen antarcticus,Dactyliosolen fragilissimus,Dactyliosolen species,Dactyliosolen tenuijunctus,Detonula pumila,Ditylum brightwellii,Ditylum species,Eucampia zodiacus,Eunotia species,Eupodiscus sp. 1,Fragilaria islandica,Fragilaria species,Fragilaria striatula,Fragilariopsis doliolus,Grammatophora marina,Grammatophora species,Guinardia delicatula,Guinardia flaccida,Guinardia striata,Helicotheca tamesis,Hemiaulus hauckii,Hemiaulus sinensis ,Hemiaulus sp. 1,Hemiaulus species,Isthmia nervosa,Isthmia species,Lauderia annulata,Leptocylindrus danicus,Leptocylindrus mediterraneus,Leptocylindrus minimus,Licmophora abbreviata,Licmophora species,Lithodesmium undulatum,Melosira arctica,Melosira dubia,Melosira species,Meuniera membranacea,Navicula species,Neocalyptrella robusta,Nitzschia longissima,Odontella aurita,Odontella longicruris,Odontella mobiliensis,Paralia sulcata ,Planktoniella sol,Pleurosigma species,Proboscia alata,Proboscia indica,Psammodiscus nitidus,Pseudo-nitzschia australis,Pseudo-nitzschia delicatissima,Pseudosolenia calcar-avis,Rhabdonema adriaticum ,Rhabdonema arcuatum,Rhabdonema species,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia setigera,Rhizosolenia sp. 1,Rhizosolenia sp. 2,Rhizosolenia species,Rhizosolenia styliformis,Skeletonema costatum,Stephanopyxis nipponica,Stephanopyxis palmeriana,Stephanopyxis species,Stephanopyxis turris,Striatella unipunctata,Surirella species,Thalassionema frauenfeldii,Thalassionema nitzschioides,Thalassiosira aestivalis,Thalassiosira anguste-lineata,Thalassiosira bioculata,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira gravida,Thalassiosira hyalina,Thalassiosira nordenskioeldii,Thalassiosira pacifica,Thalassiosira punctigera,Thalassiosira rotula,Thalassiosira sp. 1,Thalassiosira species,Thalassiosira subtilis,Thalassiothrix longissima,Thalassiothrix sp. 1,Thalassiothrix sp. 2,Thalassiothrix species,Triceratium species,Tropidoneis species
1918 ,12 ,5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 ,12 ,12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 ,12 ,19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 ,12 ,26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,1 ,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,1 ,9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,1 ,16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,1 ,23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,1 ,30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,2 ,6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,2 ,13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,2 ,20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,2 ,27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,3 ,6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,3 ,13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,3 ,20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,3 ,27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,4 ,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,4 ,10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,4 ,17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,4 ,24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,5 ,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,5 ,8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,5 ,15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,5 ,22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,5 ,29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,6 ,5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,6 ,12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,6 ,19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,6 ,26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,7 ,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,7 ,10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,7 ,17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,7 ,24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,7 ,31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,8 ,7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,8 ,14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,8 ,21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,8 ,28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,9 ,4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 ,9 ,13 ,,,,,,,,,3 ,,,,,,,10 ,,,,,,8 ,69 ,,,,12 ,,,,,,1419 ,,,,,24137 ,,4547 ,282 ,,,1859 ,69 ,,,,,,,,4 ,,,,,,,,5595 ,18 ,,,,,,,,,,,,4 ,,,,,6 ,,,,3 ,,,,,,,,,,,4 ,,,,,,,,,,,,1 ,,8 ,,,,,5 ,,,,,,,,,8 ,,,474 ,,,,,,,,2 ,2 ,,,1 ,9 ,,,,,,,,13 ,,,,,,,,,,,,,,,11 ,1 ,,,,
1919 ,9 ,20 ,,,,,,,,,6 ,,,,,,,55 ,,,,,,,53 ,,,,183 ,,,,,,923 ,,,,,128031 ,,17223 ,2913 ,,,6381 ,270 ,,,,,,,,2715 ,,,,,,,307 ,171920 ,39 ,,,,,,,,,,,,6 ,,,,,78 ,,,,27 ,,,,,,,,,,,822 ,,,,,,,,,14 ,,,3 ,,3 ,,,,,21 ,,,,,,,,,79 ,,,957 ,,,,,,,,10 ,34 ,,,6 ,40 ,,,,,,,,14 ,,,,,,,,,,,,,,,37 ,120 ,,,,
1919 ,9 ,27 ,,,,,,,,,2 ,,,,,,,46 ,,,,,,,39 ,,,,206 ,,,,,,48 ,,,,,1609 ,,,4486 ,,,160 ,41 ,,,,,,,,261 ,,,,,,,87 ,205624 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242 ,,,,,,,,,842 ,,,2 ,,,,,,,16 ,,,,,,,,,55 ,,,59 ,,,,,,,,,16 ,,,18 ,2 ,,,,,,,,,,,,,,,,,,,,,,,,50 ,,,,
1919 ,10 ,4 ,,,,,,,,,3 ,,,,,,,14 ,,,,,,,,,,,334 ,,,,,,206 ,,,,,949 ,,37 ,943 ,,,225 ,21 ,,,,,,,,66 ,,,,,,,,99315 ,373 ,,,,,,,,,,,,9 ,,,,,92 ,,,,,,,,,,,,,,,149 ,,,,,,,,,5415 ,,,,,,,,,,13 ,,,,,,,,,109 ,,,93 ,,125 ,,,,,,2 ,,,,5 ,,,,,,,,,,,,,,,,,,,,,,,,14 ,120 ,,,,
1919 ,10 ,11 ,,,,,,,,,10 ,,,,,,,,,,,,,,,,,,70 ,,,,,,303 ,,,,,39 ,,,37 ,,,13 ,,,,,,,,,,,,,,,,,12795 ,,,,,,,,,,,,,,,,,,800 ,,,,,,,,,,,,,,,141 ,,,,,,,,,6954 ,,,,,,,,,,16 ,,,,,,,,1 ,252 ,,,90 ,,71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 ,114 ,,,,
1919 ,10 ,18 ,,,,,,,,,6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 ,,,,,,,,,,,,,1 ,,,,,2000 ,,,,,,,,,,,,,,,10 ,,,,,,,,,,,,,,,,,,,8 ,,,,,,,,,47 ,,,4 ,,5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ,2 ,,,,
1919 ,10 ,25 ,,,,,,,,,6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 ,,,,,,,,,,,,,1 ,,,,,2631 ,,,,,,,,,,,,,,,8 ,,,,,,,,,,,,,,,,,,,3 ,,,,,,,,3 ,13 ,,,3 ,,2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ,,,,
1919 ,11 ,1 ,,,,,,,,,4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 ,,,,,,,,,,,,,,,,,,,,,,,49 ,,,,,,,,,,,,,2 ,,,,,2601 ,,,,,,,,,,,,,,,22 ,,,,,,,,,,,,,,,,,,,13 ,,,,,,,,8 ,18 ,,,14 ,,7 ,,,,,,,,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ,,,,
1919 ,11 ,8 ,,,,,,,,,2 ,,,,,,,19 ,,,,,,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 ,,,,,,,,,,,,,2 ,1 ,,,,1422 ,,,,1 ,,,,,,,,,,,1 ,,,,,,,,,,,,,,,,,,,15 ,,,,,,,,5 ,3 ,,,6 ,,3 ,,,,,,,,7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ,,,,
1919 ,11 ,15 ,,,,,,,,,2 ,,,,,,,25 ,,,,,,2 ,30 ,,,,,,,,,,,,,,,158 ,,32 ,10 ,,,,,,,,,,,,,,,,,,,,80 ,,,,,,,,,,,,,4 ,2 ,,,,144 ,,,,1 ,,,,,,,,,,,7 ,,,,,,,,,,,,,,7 ,,,,,5 ,,,,,,,,4 ,,,,93 ,,4 ,,,,,,,,13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ,,,,
1919 ,11 ,22 ,,,,,,176 ,,,4 ,,,,,,,215 ,,,,,,2 ,95 ,,,,,,,,,,,,,,,406 ,,3387 ,115 ,,,,,,,,,,,,,,,,,,,,2940 ,,,,,,,,,,,,,7 ,4 ,,,,62 ,,,,59 ,,,,,,,,,,,14 ,,,,,,,,,,,,,,13 ,,,,,6 ,,,,,,,,3 ,1 ,,,542 ,,3 ,,,,,,,,12 ,,,579 ,,,,,,,,101 ,,,,,,,,,,,,,25 ,,,1 ,,,,
1919 ,11 ,29 ,,,,,,8 ,,,,,,,,,,87 ,,,,,,2 ,11 ,,,,,,,,,,,,,,,57 ,,663 ,37 ,,,,,,,,,,,,,,,,,,,,630 ,,,,,,,,,,,,,7 ,2 ,,,,15 ,,,,9 ,,,,,,,,,,,15 ,,,,,,,,,,,,,,1 ,,,,,5 ,,,,,,,,1 ,1 ,,,111 ,,,,,,,,,,7 ,,,101 ,,,,,,,,,,,,,,,,,,,,,6 ,,,2 ,,,,
1919 ,12 ,6 ,,,,,,104 ,,,1 ,,,,,,,99 ,,,,,,2 ,5 ,,,,11 ,,,,,,29 ,,,,,10 ,,2029 ,72 ,,,,,,,,,,,,,,,,,,,117 ,2429 ,,,,,,,,,,,,,9 ,2 ,,,,11 ,,,,2 ,,,,,,,11 ,,,,66 ,,,,,,,,,,,,,,5 ,,,,,2 ,,,,,,,,6 ,1 ,,,161 ,,,,,,,,,,6 ,3 ,,783 ,,,,,,2 ,,48 ,,,,,,,,,,,,,2 ,,,2 ,,,,
1919 ,12 ,13 ,,,,,,16 ,,,,,,,,,,16 ,,,,,,1 ,5 ,,,,5 ,,,,,,,,,,,41 ,,216 ,26 ,,,,,,,,,,,,,,,,,,,,286 ,,,,,,,,,,,,,2 ,2 ,,,,10 ,,,,,,,,,,,5 ,,,,46 ,,,,,,,,,,,,1 ,,,,,,,7 ,,,,,,,,3 ,,,,30 ,,,,,,,,,,3 ,1 ,,68 ,,,,,,4 ,,10 ,,,,,,,,,,,,,,,,,,,,
1919 ,12 ,20 ,,,,,,255 ,,,2 ,,,,,,,50 ,,,,,,8 ,57 ,,,,45 ,,,,,,235 ,,,,,3025 ,,1947 ,445 ,,,,,,,,,,,,,,,,,,,951 ,4500 ,,,,,,,,,,,,,28 ,14 ,,,,30 ,30 ,,13 ,5 ,,,,,,,85 ,,,,494 ,,,,,,,,,,,,1 ,,14 ,,,,,5 ,,,,,,,,3 ,,,,1360 ,,,,,,,,,,9 ,34 ,,2624 ,,3 ,,,,1 ,,461 ,,,,,,,,,,,,,,,5 ,17 ,,,,
1919 ,12 ,27 ,,,,,,21 ,,,2 ,,,,,,,65 ,,,,,,1 ,75 ,,,,185 ,,,,,,63 ,,,,,927 ,,210 ,139 ,,,,,,,,,,,,,,,,,,,1178 ,2838 ,,,,,,,,,,,,,18 ,5 ,,,,18 ,3 ,,27 ,18 ,,,,,,,5 ,,,,322 ,,,,,,,,,,,,6 ,,2 ,,,,,5 ,,,,,,,,4 ,,,,3382 ,,,,,,,,,,9 ,13 ,,1099 ,,11 ,,,,2 ,,156 ,,,,,,,,,,,,,,,6 ,78 ,,,,
1920 ,1 ,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 ,1 ,10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 ,1 ,17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 ,1 ,24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 ,1 ,31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
